date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:15:26	6510/6510	---M--	200	added ('OK')	image/jpeg	etag:%22196e-5666a479362f4%22	https://www.grote-wielen.nl/friksbeheer/wp-content/uploads/2017/12/chaletverhuur-grote-wielen-4-185x125.jpeg	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/friksbeheer/wp-content/uploads/2017/12/chaletverhuur-grote-wielen-4-185x125.jpg	(from https://www.grote-wielen.nl/chaletverhuur/)
09:15:26	6360/6360	---M--	200	added ('OK')	image/jpeg	etag:%2218d8-5666a47f4c0d5%22	https://www.grote-wielen.nl/friksbeheer/wp-content/uploads/2017/12/jachthaven-boten-185x125.jpg	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/friksbeheer/wp-content/uploads/2017/12/jachthaven-boten-185x125.jpg	(from https://www.grote-wielen.nl/chaletverhuur/)
09:15:26	0/-1	---M--	301	error ('')			https://www.grote-wielen.nl/contact	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/contact.ac.delayed	(from https://www.grote-wielen.nl/chaletverhuur/)
09:15:26	0/-1	---M--	301	error ('')			https://www.grote-wielen.nl/contact	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/contact.ad.delayed	(from https://www.grote-wielen.nl/chaletverhuur/)
09:15:26	0/-1	---M--	301	error ('')			https://www.grote-wielen.nl/contact	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/contact.ae.delayed	(from https://www.grote-wielen.nl/chaletverhuur/)
09:15:27	90307/90307	---M--	200	added ('OK')	image/jpeg	etag:%22160c3-5666a48f52d9f%22	https://www.grote-wielen.nl/friksbeheer/wp-content/uploads/2018/02/boogschieten-jongen-1800x460.jpg	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/friksbeheer/wp-content/uploads/2018/02/boogschieten-jongen-1800x460.jpg	(from https://www.grote-wielen.nl/activiteiten/)
09:15:27	16879/16879	---M--	200	added ('OK')	image/jpeg	etag:%2241ef-5666a492b4d25%22	https://www.grote-wielen.nl/friksbeheer/wp-content/uploads/2018/02/Vuur-maken-WomanOnly-370x190.jpg	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/friksbeheer/wp-content/uploads/2018/02/Vuur-maken-WomanOnly-370x190.jpg	(from https://www.grote-wielen.nl/activiteiten/)
09:15:27	23185/23185	---M--	200	added ('OK')	image/jpeg	etag:%225a91-5666a48fff372%22	https://www.grote-wielen.nl/friksbeheer/wp-content/uploads/2018/02/Buitensport_009-468x468-370x190.jpg	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/friksbeheer/wp-content/uploads/2018/02/Buitensport_009-468x468-370x190.jpg	(from https://www.grote-wielen.nl/activiteiten/)
09:15:27	6279/6279	---MC-	200	added ('OK')	application/rss+xml	date:Thu,%2028%20Mar%202019%2018:09:27%20GMT	https://www.grote-wielen.nl/activiteiten/feed/	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/activiteiten/feed/index.html	(from https://www.grote-wielen.nl/activiteiten/)
09:15:27	22250/22250	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Apr%202019%2007:15:28%20GMT	https://www.grote-wielen.nl/activiteiten/vrijgezellenfeest/	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/activiteiten/vrijgezellenfeest/index.html	(from https://www.grote-wielen.nl/activiteiten/)
09:15:27	14607/14607	---M--	200	added ('OK')	image/jpeg	etag:%22390f-5666a48fc5d79%22	https://www.grote-wielen.nl/friksbeheer/wp-content/uploads/2018/02/bow-929920_1920-370x190.jpg	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/friksbeheer/wp-content/uploads/2018/02/bow-929920_1920-370x190.jpg	(from https://www.grote-wielen.nl/activiteiten/)
09:15:27	17003/17003	---M--	200	added ('OK')	image/jpeg	etag:%22426b-5666a4916f9ff%22	https://www.grote-wielen.nl/friksbeheer/wp-content/uploads/2018/02/Sprotverenigingen-Team-Challenge_1-468x468-1-370x190.jpg	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/friksbeheer/wp-content/uploads/2018/02/Sprotverenigingen-Team-Challenge_1-468x468-1-370x190.jpg	(from https://www.grote-wielen.nl/activiteiten/)
09:15:28	15661/15661	---M--	200	added ('OK')	image/jpeg	etag:%223d2d-5666a48e79523%22	https://www.grote-wielen.nl/friksbeheer/wp-content/uploads/2018/01/pinguin-370x190.jpg	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/friksbeheer/wp-content/uploads/2018/01/pinguin-370x190.jpg	(from https://www.grote-wielen.nl/activiteiten/)
09:15:28	15069/15069	---M--	200	added ('OK')	image/jpeg	etag:%223add-5666a484390b1%22	https://www.grote-wielen.nl/friksbeheer/wp-content/uploads/2017/12/paintball-actiefoto-370x190.jpg	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/friksbeheer/wp-content/uploads/2017/12/paintball-actiefoto-370x190.jpg	(from https://www.grote-wielen.nl/activiteiten/)
09:15:28	22232/22232	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Apr%202019%2007:15:29%20GMT	https://www.grote-wielen.nl/activiteiten/familie-break/	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/activiteiten/familie-break/index.html	(from https://www.grote-wielen.nl/activiteiten/)
09:15:29	22302/22302	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Apr%202019%2007:15:29%20GMT	https://www.grote-wielen.nl/activiteiten/actief-kinderfeestje/	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/activiteiten/actief-kinderfeestje/index.html	(from https://www.grote-wielen.nl/activiteiten/)
09:15:29	2252/2252	---MC-	200	added ('OK')	application/json	date:Thu,%2004%20Apr%202019%2007:15:29%20GMT	https://www.grote-wielen.nl/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.grote-wielen.nl%2Ffeesten%2F	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/wp-json/oembed/1.0/embeda248.json	(from https://www.grote-wielen.nl/feesten/)
09:15:29	22042/22042	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Apr%202019%2007:15:30%20GMT	https://www.grote-wielen.nl/activiteiten/team-challenge/	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/activiteiten/team-challenge/index.html	(from https://www.grote-wielen.nl/activiteiten/)
09:15:29	21133/21133	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Apr%202019%2007:15:30%20GMT	https://www.grote-wielen.nl/activiteiten/bezoek-aquazoo/	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/activiteiten/bezoek-aquazoo/index.html	(from https://www.grote-wielen.nl/activiteiten/)
09:15:29	2526/2526	---MC-	200	added ('OK')	text/xml	date:Thu,%2004%20Apr%202019%2007:15:30%20GMT	https://www.grote-wielen.nl/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.grote-wielen.nl%2Ffeesten%2F&format=xml	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/wp-json/oembed/1.0/embed0ae0	(from https://www.grote-wielen.nl/feesten/)
09:15:29	21622/21622	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Apr%202019%2007:15:30%20GMT	https://www.grote-wielen.nl/activiteiten/paintball/	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/activiteiten/paintball/index.html	(from https://www.grote-wielen.nl/activiteiten/)
09:15:30	126873/126873	---M--	200	added ('OK')	image/jpeg	etag:%221ef99-5666a47bd0727%22	https://www.grote-wielen.nl/friksbeheer/wp-content/uploads/2017/12/feest-1800x460.jpg	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/friksbeheer/wp-content/uploads/2017/12/feest-1800x460.jpg	(from https://www.grote-wielen.nl/feesten/)
09:15:30	87594/87594	---M--	200	added ('OK')	image/jpeg	etag:%221562a-5666a46e5060f%22	https://www.grote-wielen.nl/friksbeheer/wp-content/uploads/2017/11/Restaurant-met-uitzicht-over-het-water-800x450.jpg	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/friksbeheer/wp-content/uploads/2017/11/Restaurant-met-uitzicht-over-het-water-800x450.jpg	(from https://www.grote-wielen.nl/feesten/)
09:15:30	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2004%20Apr%202019%2007:15:30%20GMT	https://www.grote-wielen.nl/?p=232	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/index80c9.html	(from https://www.grote-wielen.nl/feesten/)
09:15:30	9002/9002	---M--	200	added ('OK')	image/jpeg	etag:%22232a-5666a46dd6105%22	https://www.grote-wielen.nl/friksbeheer/wp-content/uploads/2017/11/Restaurant-met-uitzicht-over-het-water-185x125.jpg	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/friksbeheer/wp-content/uploads/2017/11/Restaurant-met-uitzicht-over-het-water-185x125.jpg	(from https://www.grote-wielen.nl/feesten/)
09:15:30	0/-1	---M--	301	error ('')			https://www.grote-wielen.nl/contact	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/contact.bb.delayed	(from https://www.grote-wielen.nl/feesten/)
09:15:30	0/-1	---M--	301	error ('')			https://www.grote-wielen.nl/contact	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/contact.bc.delayed	(from https://www.grote-wielen.nl/feesten/)
09:15:30	0/-1	---M--	301	error ('')			https://www.grote-wielen.nl/contact	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/contact.bd.delayed	(from https://www.grote-wielen.nl/feesten/)
09:15:31	2294/2294	---MC-	200	added ('OK')	application/json	date:Thu,%2004%20Apr%202019%2007:15:31%20GMT	https://www.grote-wielen.nl/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.grote-wielen.nl%2Feten-en-drinken2%2F	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/wp-json/oembed/1.0/embedf799.json	(from https://www.grote-wielen.nl/eten-en-drinken2/)
09:15:31	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2004%20Apr%202019%2007:15:31%20GMT	https://www.grote-wielen.nl/?p=222	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/indexb4c1.html	(from https://www.grote-wielen.nl/eten-en-drinken2/)
09:15:31	14704/14704	---M--	200	added ('OK')	image/jpeg	etag:%223970-5604f1eccc933%22	http://template.friks.it/friksbeheer/wp-content/uploads/2017/12/tafel-gedekt-300x200.jpg	C:/Users/louis/Documents/grotewiel/template.friks.it/friksbeheer/wp-content/uploads/2017/12/tafel-gedekt-300x200.jpg	(from https://www.grote-wielen.nl/eten-en-drinken2/)
09:15:31	0/-1	---M--	301	error ('')			https://www.grote-wielen.nl/contact	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/contact.c1.delayed	(from https://www.grote-wielen.nl/eten-en-drinken2/)
09:15:31	2568/2568	---MC-	200	added ('OK')	text/xml	date:Thu,%2004%20Apr%202019%2007:15:32%20GMT	https://www.grote-wielen.nl/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.grote-wielen.nl%2Feten-en-drinken2%2F&format=xml	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/wp-json/oembed/1.0/embeda4f7	(from https://www.grote-wielen.nl/eten-en-drinken2/)
09:15:32	65746/65746	---M--	200	added ('OK')	image/jpeg	etag:%22100d2-5666a46b5c45b%22	https://www.grote-wielen.nl/friksbeheer/wp-content/uploads/2017/11/pompoen-soep-800x450.jpg	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/friksbeheer/wp-content/uploads/2017/11/pompoen-soep-800x450.jpg	(from https://www.grote-wielen.nl/eten-en-drinken2/)
09:15:32	77032/77032	---M--	200	added ('OK')	image/jpeg	etag:%2212ce8-5666a46ea2e60%22	https://www.grote-wielen.nl/friksbeheer/wp-content/uploads/2017/11/unnamed-file-800x450.jpg	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/friksbeheer/wp-content/uploads/2017/11/unnamed-file-800x450.jpg	(from https://www.grote-wielen.nl/eten-en-drinken2/)
09:15:32	16376/16376	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2004%20Apr%202019%2007:15:33%20GMT	https://www.grote-wielen.nl/eten-en-drinken/lunchkaart/	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/eten-en-drinken/lunchkaart/index.html	(from https://www.grote-wielen.nl/eten-en-drinken2/)
09:15:32	70274/70274	---M--	200	added ('OK')	image/jpeg	etag:%2211282-5666a46a9e548%22	https://www.grote-wielen.nl/friksbeheer/wp-content/uploads/2017/11/jachthaven2-800x450.jpg	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/friksbeheer/wp-content/uploads/2017/11/jachthaven2-800x450.jpg	(from https://www.grote-wielen.nl/eten-en-drinken2/)
09:15:32	16376/16376	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2004%20Apr%202019%2007:15:33%20GMT	https://www.grote-wielen.nl/eten-en-drinken/keuzemenu-1/	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/eten-en-drinken/keuzemenu-1/index.html	(from https://www.grote-wielen.nl/eten-en-drinken2/)
09:15:32	8411/8411	---M--	200	added ('OK')	image/jpeg	etag:%2220db-5666a46ad3cc1%22	https://www.grote-wielen.nl/friksbeheer/wp-content/uploads/2017/11/pompoen-soep-185x125.jpg	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/friksbeheer/wp-content/uploads/2017/11/pompoen-soep-185x125.jpg	(from https://www.grote-wielen.nl/eten-en-drinken2/)
09:15:33	8313/8313	---M--	200	added ('OK')	image/jpeg	etag:%222079-5666a46e6bb8f%22	https://www.grote-wielen.nl/friksbeheer/wp-content/uploads/2017/11/unnamed-file-185x125.jpg	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/friksbeheer/wp-content/uploads/2017/11/unnamed-file-185x125.jpg	(from https://www.grote-wielen.nl/eten-en-drinken2/)
09:15:33	7195/7195	---M--	200	added ('OK')	image/jpeg	etag:%221c1b-5666a46a15dae%22	https://www.grote-wielen.nl/friksbeheer/wp-content/uploads/2017/11/jachthaven2-185x125.jpg	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/friksbeheer/wp-content/uploads/2017/11/jachthaven2-185x125.jpg	(from https://www.grote-wielen.nl/eten-en-drinken2/)
09:15:33	0/-1	---M--	301	error ('')			https://www.grote-wielen.nl/contact	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/contact.c8.delayed	(from https://www.grote-wielen.nl/eten-en-drinken2/)
09:15:33	0/-1	---M--	301	error ('')			https://www.grote-wielen.nl/contact	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/contact.c9.delayed	(from https://www.grote-wielen.nl/eten-en-drinken2/)
09:15:33	16376/16376	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2004%20Apr%202019%2007:15:34%20GMT	https://www.grote-wielen.nl/eten-en-drinken/keuzemenu-2/	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/eten-en-drinken/keuzemenu-2/index.html	(from https://www.grote-wielen.nl/eten-en-drinken2/)
09:15:33	16376/16376	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2004%20Apr%202019%2007:15:34%20GMT	https://www.grote-wielen.nl/eten-en-drinken/menu-sierdswielen-en-wielenhals/	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/eten-en-drinken/menu-sierdswielen-en-wielenhals/index.html	(from https://www.grote-wielen.nl/eten-en-drinken2/)
09:15:34	16376/16376	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2004%20Apr%202019%2007:15:34%20GMT	https://www.grote-wielen.nl/eten-en-drinken/viergangen-kerstdiner/	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/eten-en-drinken/viergangen-kerstdiner/index.html	(from https://www.grote-wielen.nl/eten-en-drinken2/)
09:15:34	2282/2282	---MC-	200	added ('OK')	application/json	date:Thu,%2004%20Apr%202019%2007:15:35%20GMT	https://www.grote-wielen.nl/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.grote-wielen.nl%2Fvirtuele-tour%2F	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/wp-json/oembed/1.0/embedd84b.json	(from https://www.grote-wielen.nl/virtuele-tour/)
09:15:34	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2004%20Apr%202019%2007:15:35%20GMT	https://www.grote-wielen.nl/?p=230	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/index9fa1.html	(from https://www.grote-wielen.nl/virtuele-tour/)
09:15:34	2556/2556	---MC-	200	added ('OK')	text/xml	date:Thu,%2004%20Apr%202019%2007:15:35%20GMT	https://www.grote-wielen.nl/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.grote-wielen.nl%2Fvirtuele-tour%2F&format=xml	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/wp-json/oembed/1.0/embed7913	(from https://www.grote-wielen.nl/virtuele-tour/)
09:15:34	148938/148938	---M--	200	added ('OK')	image/jpeg	etag:%22245ca-5666a48caaeac%22	https://www.grote-wielen.nl/friksbeheer/wp-content/uploads/2017/12/Zaal-in-De-Grote-Wielen-header-1800x460.jpg	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/friksbeheer/wp-content/uploads/2017/12/Zaal-in-De-Grote-Wielen-header-1800x460.jpg	(from https://www.grote-wielen.nl/virtuele-tour/)
09:15:34	0/-1	---M--	301	error ('')			https://www.grote-wielen.nl/contact	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/contact.cd.delayed	(from https://www.grote-wielen.nl/virtuele-tour/)
09:15:35	0/-1	---M--	301	error ('')			https://www.grote-wielen.nl/contact	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/contact.ce.delayed	(from https://www.grote-wielen.nl/virtuele-tour/)
09:15:35	2252/2252	---MC-	200	added ('OK')	application/json	date:Thu,%2004%20Apr%202019%2007:15:36%20GMT	https://www.grote-wielen.nl/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.grote-wielen.nl%2Fsitemap%2F	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/wp-json/oembed/1.0/embedfd3f.json	(from https://www.grote-wielen.nl/sitemap/)
09:15:35	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2004%20Apr%202019%2007:15:36%20GMT	https://www.grote-wielen.nl/?p=574	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/indexfe50.html	(from https://www.grote-wielen.nl/sitemap/)
09:15:35	2526/2526	---MC-	200	added ('OK')	text/xml	date:Thu,%2004%20Apr%202019%2007:15:36%20GMT	https://www.grote-wielen.nl/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.grote-wielen.nl%2Fsitemap%2F&format=xml	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/wp-json/oembed/1.0/embedf9f4	(from https://www.grote-wielen.nl/sitemap/)
09:15:36	192646/192646	---M--	200	added ('OK')	image/jpeg	etag:%222f086-5666a47ebfea3%22	https://www.grote-wielen.nl/friksbeheer/wp-content/uploads/2017/12/jachthaven-1800x460.jpg	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/friksbeheer/wp-content/uploads/2017/12/jachthaven-1800x460.jpg	(from https://www.grote-wielen.nl/sitemap/)
09:15:36	0/-1	---M--	301	error ('')			https://www.grote-wielen.nl/contact	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/contact.d2.delayed	(from https://www.grote-wielen.nl/sitemap/)
09:15:36	0/-1	---M--	301	error ('')			https://www.grote-wielen.nl/contact	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/contact.d3.delayed	(from https://www.grote-wielen.nl/sitemap/)
09:15:37	26724/26724	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Apr%202019%2007:15:37%20GMT	https://www.grote-wielen.nl/chaletverhuur-leeuwarden/	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/chaletverhuur-leeuwarden/index.html	(from https://www.grote-wielen.nl/sitemap/)
09:15:37	26719/26719	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Apr%202019%2007:15:37%20GMT	https://www.grote-wielen.nl/chaletverhuur-friesland/	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/chaletverhuur-friesland/index.html	(from https://www.grote-wielen.nl/sitemap/)
09:15:37	21286/21286	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Apr%202019%2007:15:37%20GMT	https://www.grote-wielen.nl/bedankt/	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/bedankt/index.html	(from https://www.grote-wielen.nl/sitemap/)
09:15:37	20668/20668	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Apr%202019%2007:15:37%20GMT	https://www.grote-wielen.nl/cookies/	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/cookies/index.html	(from https://www.grote-wielen.nl/sitemap/)
09:15:38	24241/24241	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Apr%202019%2007:15:38%20GMT	https://www.grote-wielen.nl/eten-in-friesland/	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/eten-in-friesland/index.html	(from https://www.grote-wielen.nl/sitemap/)
09:15:38	24261/24261	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Apr%202019%2007:15:38%20GMT	https://www.grote-wielen.nl/eten-in-leeuwarden/	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/eten-in-leeuwarden/index.html	(from https://www.grote-wielen.nl/sitemap/)
09:15:38	25582/25582	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Apr%202019%2007:15:38%20GMT	https://www.grote-wielen.nl/restaurant-friesland/	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/restaurant-friesland/index.html	(from https://www.grote-wielen.nl/sitemap/)
09:15:38	25758/25758	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Apr%202019%2007:15:38%20GMT	https://www.grote-wielen.nl/restaurant-leeuwarden/	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/restaurant-leeuwarden/index.html	(from https://www.grote-wielen.nl/sitemap/)
09:15:39	26676/26676	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Apr%202019%2007:15:39%20GMT	https://www.grote-wielen.nl/stacaravan-friesland/	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/stacaravan-friesland/index.html	(from https://www.grote-wielen.nl/sitemap/)
09:15:39	24499/24499	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Apr%202019%2007:15:39%20GMT	https://www.grote-wielen.nl/uit-eten-friesland/	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/uit-eten-friesland/index.html	(from https://www.grote-wielen.nl/sitemap/)
09:15:39	26695/26695	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Apr%202019%2007:15:39%20GMT	https://www.grote-wielen.nl/stacaravan-leeuwarden/	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/stacaravan-leeuwarden/index.html	(from https://www.grote-wielen.nl/sitemap/)
09:15:40	24549/24549	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Apr%202019%2007:15:40%20GMT	https://www.grote-wielen.nl/uit-eten-leeuwarden/	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/uit-eten-leeuwarden/index.html	(from https://www.grote-wielen.nl/sitemap/)
09:15:40	24575/24575	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Apr%202019%2007:15:40%20GMT	https://www.grote-wielen.nl/vergaderlocatie-friesland/	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/vergaderlocatie-friesland/index.html	(from https://www.grote-wielen.nl/sitemap/)
09:15:40	24594/24594	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Apr%202019%2007:15:40%20GMT	https://www.grote-wielen.nl/vergaderlocatie-leeuwarden/	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/vergaderlocatie-leeuwarden/index.html	(from https://www.grote-wielen.nl/sitemap/)
09:15:41	24556/24556	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Apr%202019%2007:15:41%20GMT	https://www.grote-wielen.nl/vergaderruimte-friesland/	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/vergaderruimte-friesland/index.html	(from https://www.grote-wielen.nl/sitemap/)
09:15:41	24575/24575	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Apr%202019%2007:15:41%20GMT	https://www.grote-wielen.nl/vergaderruimte-leeuwarden/	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/vergaderruimte-leeuwarden/index.html	(from https://www.grote-wielen.nl/sitemap/)
09:15:41	646/646	---M--	200	added ('OK')	image/png	etag:%22286-56a46b25a7360%22	https://www.grote-wielen.nl/friksbeheer/wp-content/plugins/gravityforms/images/chosen-sprite.png	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/friksbeheer/wp-content/plugins/gravityforms/images/chosen-sprite.png	(from https://www.grote-wielen.nl/friksbeheer/wp-content/plugins/gravityforms/css/formsmain.min.css?ver=2.2.6.5)
09:15:41	23632/23632	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Apr%202019%2007:15:42%20GMT	https://www.grote-wielen.nl/viergangen-kerstdiner/	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/viergangen-kerstdiner/index.html	(from https://www.grote-wielen.nl/sitemap/)
09:15:41	872/872	---M--	200	added ('OK')	image/png	etag:%22368-56a46b25a5bf0%22	https://www.grote-wielen.nl/friksbeheer/wp-content/plugins/gravityforms/images/chosen-sprite-2x.png	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/friksbeheer/wp-content/plugins/gravityforms/images/chosen-sprite-2x.png	(from https://www.grote-wielen.nl/friksbeheer/wp-content/plugins/gravityforms/css/formsmain.min.css?ver=2.2.6.5)
09:15:41	75752/75752	---M--	200	added ('OK')	image/png	etag:%22127e8-56a46b25a67a8%22	https://www.grote-wielen.nl/friksbeheer/wp-content/plugins/gravityforms/images/gf-creditcard-icons.png	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/friksbeheer/wp-content/plugins/gravityforms/images/gf-creditcard-icons.png	(from https://www.grote-wielen.nl/friksbeheer/wp-content/plugins/gravityforms/css/formsmain.min.css?ver=2.2.6.5)
09:15:42	2332/2332	---MC-	200	added ('OK')	application/json	date:Thu,%2004%20Apr%202019%2007:15:42%20GMT	https://www.grote-wielen.nl/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.grote-wielen.nl%2Fmenukaart-a-la-carte%2F	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/wp-json/oembed/1.0/embed1749.json	(from https://www.grote-wielen.nl/menukaart-a-la-carte/)
09:15:42	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2004%20Apr%202019%2007:15:43%20GMT	https://www.grote-wielen.nl/?p=403	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/index23ea.html	(from https://www.grote-wielen.nl/menukaart-a-la-carte/)
09:15:42	2606/2606	---MC-	200	added ('OK')	text/xml	date:Thu,%2004%20Apr%202019%2007:15:43%20GMT	https://www.grote-wielen.nl/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.grote-wielen.nl%2Fmenukaart-a-la-carte%2F&format=xml	C:/Users/louis/Documents/grotewiel/www.grote-wielen.nl/wp-json/oembed/1.0/embed5d43	(from https://www.grote-wielen.nl/menukaart-a-la-carte/)
